league,season,game,jersey_number,player,team,is_starter,position,minutes_played,date,home_team,away_team,opponent_1,opponent,position_mode,is_oop,all_positions,most_common_position,position_1,position_2,position_3,position_4
ENG-Premier League,2324,Luton Town-Crystal Palace,16,Joachim Andersen,Crystal Palace,True,CB,90,2023-11-25,Luton,Crystal Palace,Luton,Luton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,22,Odsonne Edouard,Crystal Palace,True,FW,79,2023-11-25,Luton,Crystal Palace,Luton,Luton,FW,False,"FW,CF,LF,LW,FW,RW,LM,AM,CM",FW,FW,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,28,Cheick Doucoure,Crystal Palace,True,DM,53,2023-11-25,Luton,Crystal Palace,Luton,Luton,DM,False,"DM,CM",DM,DM,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,31,Remi Matthews,Crystal Palace,False,GK,0,2023-11-25,Luton,Crystal Palace,Luton,Luton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,9,Jordan Ayew,Crystal Palace,False,AM,42,2023-11-25,Luton,Crystal Palace,Luton,Luton,RW,True,"RW,RM,LM,RW,RW,LW,LM,RW,LW,RF,AM,AML,LW,RW,LM,LW,RW",RW,AM,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,11,Matheus Franca,Crystal Palace,False,AM,0,2023-11-25,Luton,Crystal Palace,Luton,Luton,AM,False,"FW,AM,AML,LW,RW,LM",FW,AM,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,14,Jean-Philippe Mateta,Crystal Palace,False,FW,11,2023-11-25,Luton,Crystal Palace,Luton,Luton,FW,False,"FW,DM",FW,FW,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,17,Nathaniel Clyne,Crystal Palace,False,RB,0,2023-11-25,Luton,Crystal Palace,Luton,Luton,RB,False,"RB,LB,RM,WB,LM,CB",RB,RB,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,19,Will Hughes,Crystal Palace,False,DM,37,2023-11-25,Luton,Crystal Palace,Luton,Luton,CM,True,"AM,DM,LM,CM,AM,DM,CM,RM,CM",CM,DM,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,26,Chris Richards,Crystal Palace,False,CB,0,2023-11-25,Luton,Crystal Palace,Luton,Luton,CB,False,"CB,RW,CM,DM,RB,CB,CM,RB,RB",RB,CB,,,
ENG-Premier League,2324,Luton Town-Crystal Palace,29,Naouirou Ahamada,Crystal Palace,False,LW,11,2023-11-25,Luton,Crystal Palace,Luton,Luton,CM,True,"CM,LW,AM,DM,AM,LW,RM,LM,RM,RW",LW,LW,,,
ENG-Premier League,2324,Manchester City-Liverpool,31,Ederson,Manchester City,True,GK,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Manchester City-Liverpool,2,Kyle Walker,Manchester City,True,RB,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,RB,False,"RB,WB",RB,RB,,,
ENG-Premier League,2324,Manchester City-Liverpool,3,Ruben Dias,Manchester City,True,CB,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Manchester City-Liverpool,6,Nathan Ake,Manchester City,True,LB,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,CB,True,"CB,LB",CB,LB,,,
ENG-Premier League,2324,Manchester City-Liverpool,9,Erling Haaland,Manchester City,True,FW,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Manchester City-Liverpool,11,Jeremy Doku,Manchester City,True,LW,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,LW,False,"LW,RW,LW,RW,WB,RM,LM",LW,LW,,,
ENG-Premier League,2324,Manchester City-Liverpool,16,Rodri,Manchester City,True,DM,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,DM,False,"CB,DM,CM,DM,RM",DM,DM,,,
ENG-Premier League,2324,Manchester City-Liverpool,19,Julian Alvarez,Manchester City,True,CM,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,CM,False,"LM,AM,FW,AM,CM,RW,CF,FW,AMC,LW,RF",AM,CM,,,
ENG-Premier League,2324,Manchester City-Liverpool,20,Bernardo Silva,Manchester City,True,CM,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,CM,False,"CM,RW,DM,DM,DM,RW,DM,RM,AM,RW,RW,CM,RM,RM,CM",RW,CM,,,
ENG-Premier League,2324,Manchester City-Liverpool,25,Manuel Akanji,Manchester City,True,DM,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,CB,True,"CB,DM,LB,RB",CB,DM,,,
ENG-Premier League,2324,Manchester City-Liverpool,47,Phil Foden,Manchester City,True,RW,90,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,RW,False,"RM,LW,RW,LW,RW,RW,CM,LW,RW,AM,RM,CF,LW,AM,LM,RM,CM",LW,RW,,,
ENG-Premier League,2324,Manchester City-Liverpool,18,Stefan Ortega,Manchester City,False,GK,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Manchester City-Liverpool,4,Kalvin Phillips,Manchester City,False,DM,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,DM,False,"DM,CM,RM,FW,DM",DM,DM,,,
ENG-Premier League,2324,Manchester City-Liverpool,5,John Stones,Manchester City,False,CB,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,CB,False,"CM,DM,CB,RB",CM,CB,,,
ENG-Premier League,2324,Manchester City-Liverpool,21,Sergio Gomez,Manchester City,False,LW,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,LW,False,"LW,RW",LW,LW,,,
ENG-Premier League,2324,Manchester City-Liverpool,24,Josko Gvardiol,Manchester City,False,LB,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,LB,False,LB,LB,LB,,,
ENG-Premier League,2324,Manchester City-Liverpool,52,Oscar Bobb,Manchester City,False,LW,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,LW,False,"LW,RW,DM,LM,AM",LW,LW,,,
ENG-Premier League,2324,Manchester City-Liverpool,82,Rico Lewis,Manchester City,False,RB,0,2023-11-25,Manchester City,Liverpool,Liverpool,Liverpool,RB,False,"LB,RB,AM,CF,RM,WB,RW,CM,DM",LB,RB,,,
ENG-Premier League,2324,Manchester City-Liverpool,1,Alisson,Liverpool,True,GK,90,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Manchester City-Liverpool,4,Virgil van Dijk,Liverpool,True,CB,90,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Manchester City-Liverpool,8,Dominik Szoboszlai,Liverpool,True,RM,72,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,RM,False,"RM,LW,RM,CM,RM,LM,CM,RM,LM",RM,RM,,,
ENG-Premier League,2324,Manchester City-Liverpool,9,Darwin Nunez,Liverpool,True,FW,84,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,FW,False,"FW,LW,LF",FW,FW,,,
ENG-Premier League,2324,Manchester City-Liverpool,10,Alexis Mac Allister,Liverpool,True,CM,84,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,CM,False,"CM,LM,LM,RM,RM,RM,LM,CM,DM,LM",LM,CM,,,
ENG-Premier League,2324,Manchester City-Liverpool,11,Mohamed Salah,Liverpool,True,RW,90,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,RW,False,"RW,RF,FW,RW,RM,AMR,RW,LW",RW,RW,,,
ENG-Premier League,2324,Manchester City-Liverpool,17,Curtis Jones,Liverpool,True,LM,53,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,LM,False,"LM,LM,CM,LW,AML,RB,LM,DM,RM",LM,LM,,,
ENG-Premier League,2324,Manchester City-Liverpool,20,Diogo Jota,Liverpool,True,LW,53,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,LW,False,"FW,RF,LM,LW,LW,RM,RM,LF,RW",LW,LW,,,
ENG-Premier League,2324,Manchester City-Liverpool,21,Kostas Tsimikas,Liverpool,True,LB,90,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,LB,False,"LB,LF",LB,LB,,,
ENG-Premier League,2324,Manchester City-Liverpool,32,Joel Matip,Liverpool,True,CB,90,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Manchester City-Liverpool,66,Trent Alexander-Arnold,Liverpool,True,RB,90,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,RB,False,"RB,WB,RB,DM,CM,RB,RB,LM",RB,RB,,,
ENG-Premier League,2324,Manchester City-Liverpool,62,Caoimhin Kelleher,Liverpool,False,GK,0,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Manchester City-Liverpool,2,Joe Gomez,Liverpool,False,RB,0,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,RB,False,"RB,CB,LB,CM,RB,LB,RB,CM,LB,RB,LB,CM",RB,RB,,,
ENG-Premier League,2324,Manchester City-Liverpool,3,Wataru Endo,Liverpool,False,CM,6,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,CM,False,"CM,FW,DM",CM,CM,,,
ENG-Premier League,2324,Manchester City-Liverpool,5,Ibrahima Konate,Liverpool,False,CB,0,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Manchester City-Liverpool,7,Luis Diaz,Liverpool,False,LW,37,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,LW,False,"LW,AML,LW,LB,RW,LW,RB",LW,LW,,,
ENG-Premier League,2324,Manchester City-Liverpool,18,Cody Gakpo,Liverpool,False,RF,18,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,FW,True,"LM,LF,FW,RF,LW,RM,LW,RW,LM,RM,RW",LM,RF,,,
ENG-Premier League,2324,Manchester City-Liverpool,19,Harvey Elliott,Liverpool,False,RM,6,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,RM,False,"RM,CM,LM,RW,FW,AMR",RM,RM,,,
ENG-Premier League,2324,Manchester City-Liverpool,38,Ryan Gravenberch,Liverpool,False,LM,37,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,LM,False,"RW,LM,CM,RM,FW",RW,LM,,,
ENG-Premier League,2324,Manchester City-Liverpool,78,Jarell Quansah,Liverpool,False,CB,0,2023-11-25,Manchester City,Liverpool,Manchester City,Manchester City,CB,False,"CB,RB",CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,22,Nick Pope,Newcastle,True,GK,90,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,2,Kieran Trippier,Newcastle,True,RB,90,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,RB,False,"RB,LB,RB,RB,LB",RB,RB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,5,Fabian Schar,Newcastle,True,CB,90,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,6,Jamaal Lascelles,Newcastle,True,CB,85,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,7,Joelinton,Newcastle,True,LM,90,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,LM,False,"LM,AML,LW,CM,LM,LM,CM",LM,LM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,10,Anthony Gordon,Newcastle,True,LF,89,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,LW,True,"LW,LW,RW,RW,LW,LW,RM,RW,LF,RW,LW,LM,FW,LW,RW,RM,RW,LM",LW,LF,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,14,Alexander Isak,Newcastle,True,FW,80,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,FW,False,"FW,LF,RF,AM",FW,FW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,21,Valentino Livramento,Newcastle,True,LB,90,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,LB,False,"LB,RW,RB,FW,LB,RB,RW,LB,RB,RB,LB",LB,LB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,24,Miguel Almiron,Newcastle,True,"RW,LW",86,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,RW,True,"RW,RW,LW,AMR,AML,LW,RW,LB",RW,RW,LW,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,39,Bruno Guimaraes,Newcastle,True,CM,90,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,CM,False,"CM,DM",CM,CM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,67,Lewis Miley,Newcastle,True,RM,89,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,LM,True,"LM,CM,RM,RM,LM,LM,CM",LM,RM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,1,Martin Dubravka,Newcastle,False,GK,0,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,18,Loris Karius,Newcastle,False,GK,0,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,3,Paul Dummett,Newcastle,False,CB,5,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,CB,False,"CB,LB",CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,11,Matt Ritchie,Newcastle,False,RW,10,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,RW,False,"RW,AMR,LW,LM,LW,LB,RM",LW,RW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,49,Amadou Diallo,Newcastle,False,RM,1,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,RM,False,RM,RM,RM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,54,Alex Murphy,Newcastle,False,"LW,LB",4,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,"LW,LB",False,"LW,LB",LW,LW,LB,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,55,Michael Ndiweni,Newcastle,False,FW,1,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,63,Ben Parkinson,Newcastle,False,FW,0,2023-11-25,Newcastle,Chelsea,Chelsea,Chelsea,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,1,Robert Sanchez,Chelsea,True,GK,90,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,3,Marc Cucurella,Chelsea,True,"LB,RB",90,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,LB,True,"LB,RB,LB,RB,RB,LB",LB,LB,RB,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,5,Benoit Badiashile,Chelsea,True,CB,90,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,CB,False,"CB,RB,LB",CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,6,Thiago Silva,Chelsea,True,CB,90,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,7,Raheem Sterling,Chelsea,True,"LW,RW",86,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,LW,True,"AM,CF,AM,RM,FW,AM,RW,LW,RW,LW,RW,LW,FW,FW,LW,LW,RW,LW,RW,RM,RW,DM,RW,LW,RM",RW,LW,RW,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,8,Enzo Fernandez,Chelsea,True,DM,90,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,DM,False,"CM,AM,AML,LM,DM,DM,AM",AM,DM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,15,Nicolas Jackson,Chelsea,True,FW,68,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,FW,False,"FW,LF,CF,LW,DM,FW,AML",FW,FW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,16,Lesley Ugochukwu,Chelsea,True,DM,68,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,DM,False,"CM,DM",CM,DM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,20,Cole Palmer,Chelsea,True,RW,74,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,RW,False,"LM,RW,AM,RF,AMR,RW,AM,CM,CM,RW,CM,FW,AM,DM,RW,DM,AM",RW,RW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,23,Conor Gallagher,Chelsea,True,AM,68,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,CM,True,"CM,DM,AMR,RM,AM,DM,AM,AML,AM,FW,CM,LW,RW,AM",AM,AM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,24,Reece James,Chelsea,True,RB,72,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,RB,False,"WB,RW,RB",WB,RB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,28,Dorde Petrovic,Chelsea,False,GK,0,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,2,Axel Disasi,Chelsea,False,CB,0,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,CB,False,"CB,RB",CB,CB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,10,Mykhailo Mudryk,Chelsea,False,AML,22,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,LW,True,"CM,WB,LW,AML,LF,LM,AM,LW,RW",LW,AML,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,11,Noni Madueke,Chelsea,False,RW,4,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,RW,False,"RW,WB,AMR,DM,LW,FW,RF",RW,RW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,19,Armando Broja,Chelsea,False,FW,22,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,FW,False,"FW,LW,RF",FW,FW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,25,Moises Caicedo,Chelsea,False,DM,22,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,DM,False,"CM,DM,DM,AM",DM,DM,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,26,Levi Colwill,Chelsea,False,LB,16,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,LB,False,"CB,LB",CB,LB,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,29,Ian Maatsen,Chelsea,False,RW,0,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,RW,False,"CM,RW,LM,AM,LW,LB",CM,RW,,,
ENG-Premier League,2324,Newcastle Utd-Chelsea,52,Alex Matos,Chelsea,False,AM,0,2023-11-25,Newcastle,Chelsea,Newcastle,Newcastle,AM,False,AM,AM,AM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,23,Odisseas Vlachodimos,Nottingham Forest,True,GK,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,5,Orel Mangala,Nottingham Forest,True,DM,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,CM,True,"CM,DM",CM,DM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,10,Morgan Gibbs-White,Nottingham Forest,True,RM,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,AM,True,"AML,AM,AMR,RW,RW,LW,RM,FW,CF,CM,LW,CM,DM,AM",AM,RM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,11,Chris Wood,Nottingham Forest,True,FW,62,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,FW,False,FW,FW,FW,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,15,Harry Toffolo,Nottingham Forest,True,LB,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,LB,False,"LB,WB,LM,LB",LB,LB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,16,Nicolas Dominguez,Nottingham Forest,True,CM,68,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,DM,True,"DM,LM,CM,DM,LM,RM,CM,AM,AML,LW,AMR,FW,RW",DM,CM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,19,Moussa Niakhate,Nottingham Forest,True,CB,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,CB,False,"CB,RW,LB,CB,RW",CB,CB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,21,Anthony Elanga,Nottingham Forest,True,LM,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,RW,True,"RW,LW,CM,AM,WB,LF,AML,LM,FW,RF,AMR,LW,RM",LW,LM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,28,Danilo,Nottingham Forest,True,CM,61,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,DM,True,"RW,CM,AM,FW,LM,CM,LM,DM,DM",CM,CM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,40,Murillo,Nottingham Forest,True,CB,90,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,43,Ola Aina,Nottingham Forest,True,RB,89,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,LB,True,"LM,WB,LB,RB,RB,LB,RB,LB",LB,RB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,1,Matt Turner,Nottingham Forest,False,GK,0,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,7,Neco Williams,Nottingham Forest,False,RB,1,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,RB,False,"LM,LB,RB,RW,LB,WB,RM,RB,RW,RB",RB,RB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,8,Cheikhou Kouyate,Nottingham Forest,False,CM,0,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,CM,False,"CM,DM,AM,RM,LM",CM,CM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,14,Callum Hudson-Odoi,Nottingham Forest,False,CM,29,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,LW,True,"LW,WB,CM,RW,RW,CM,DM,LM",CM,CM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,22,Ryan Yates,Nottingham Forest,False,CM,22,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,DM,True,"CM,DM,CB,RM,LM,LM,DM,CM,RM,DM,AM",DM,CM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,24,Serge Aurier,Nottingham Forest,False,RB,0,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,RB,False,"RM,RB,WB,CB,RB",RB,RB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,27,Divock Origi,Nottingham Forest,False,FW,28,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,RW,True,"LW,AM,FW,LB,RW",LW,FW,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,29,Gonzalo Montiel,Nottingham Forest,False,RB,0,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,RB,False,"RB,WB",RB,RB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,30,Willy Boly,Nottingham Forest,False,CB,0,2023-11-25,Nottingham Forest,Brighton,Brighton,Brighton,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,1,Bart Verbruggen,Brighton,True,GK,90,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,2,Tariq Lamptey,Brighton,True,LB,34,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,LB,False,"RW,LB,WB,RB,LW,LW,RB",RB,LB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,5,Lewis Dunk,Brighton,True,CB,72,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,11,Billy Gilmour,Brighton,True,DM,76,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,DM,False,"DM,CM",DM,DM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,13,Pascal Gross,Brighton,True,"DM,RB",90,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,DM,True,"DM,DM,RM,CM,LB,RB,CM,DM,RB,LB,AM,LB,RB,AM,DM,RB,RM",DM,DM,RB,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,14,Adam Lallana,Brighton,True,AM,45,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,AM,False,"LW,DM,FW,AM,RM,DM,RB,WB,DM,AM,RW",DM,AM,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,24,Simon Adingra,Brighton,True,"RW,LW",90,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,RW,True,"RW,RM,LW,RW,WB,AMR,LW,RM,RW,RW,LW,LW",RW,RW,LW,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,28,Evan Ferguson,Brighton,True,FW,76,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,FW,False,"FW,RW,AM,CF",FW,FW,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,29,Jan Paul van Hecke,Brighton,True,CB,90,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,CB,False,CB,CB,CB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,31,Ansu Fati,Brighton,True,LW,20,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,AM,True,"AM,FW,CF,LW,CM,AML",AM,LW,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,34,Joel Veltman,Brighton,True,RB,90,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,RB,False,"RB,WB,CB",RB,RB,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,23,Jason Steele,Brighton,False,GK,0,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,GK,False,GK,GK,GK,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,9,Joao Pedro,Brighton,False,LF,70,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,FW,True,"AM,CF,FW,LF,LW,AM,FW,LW",AM,LF,,,
ENG-Premier League,2324,Nott'ham Forest-Brighton,15,Jakub Moder,Brighton,False,DM,14,2023-11-25,Nottingham Forest,Brighton,Nottingham Forest,Nottingham Forest,AM,True,"AM,DM,LW,LM,RB,DM,RB,CM,RW,RB",RB,DM,,,
